huruf,skeleton_index,skeleton_x,skeleton_y,nearest_curve_index,nearest_curve_x,nearest_curve_y,distance_px,distance_squared_px
1,0,14.0,63.0,117,14.0,63.0,0.0,0.0
1,1,15.0,63.0,130,15.0,63.0,0.0,0.0
1,2,16.0,63.0,143,16.0,63.0,0.0,0.0
1,3,17.0,63.0,156,17.0,63.0,0.0,0.0
1,4,12.0,64.0,91,12.0,64.0,0.0,0.0
1,5,13.0,64.0,104,13.0,64.0,0.0,0.0
1,6,18.0,64.0,169,18.0,64.0,0.0,0.0
1,7,11.0,65.0,78,11.0,65.0,0.0,0.0
1,8,19.0,65.0,182,19.0,65.0,0.0,0.0
1,9,20.0,65.0,188,19.51888939462904,65.46153846153847,0.6666972071935715,0.444485166079708
1,10,10.0,66.0,65,10.0,66.0,0.0,0.0
1,11,20.0,66.0,195,20.0,66.0,0.0,0.0
1,12,10.0,67.0,52,10.0,67.0,0.0,0.0
1,13,20.0,67.0,208,20.0,67.0,0.0,0.0
1,14,10.0,68.0,39,10.0,68.0,0.0,0.0
1,15,19.0,68.0,221,19.0,68.0,0.0,0.0
1,16,9.0,69.0,26,9.0,69.0,0.0,0.0
1,17,19.0,69.0,234,19.0,69.0,0.0,0.0
1,18,9.0,70.0,13,9.0,70.0,0.0,0.0
1,19,19.0,70.0,247,19.0,70.0,0.0,0.0
1,20,8.0,71.0,0,8.0,71.0,0.0,0.0
1,21,18.0,71.0,260,18.0,71.0,0.0,0.0
1,22,8.0,72.0,448,7.942649066909423,72.08648156577152,0.1037698932477709,0.01076819074465377
1,23,18.0,72.0,273,18.0,72.0,0.0,0.0
1,24,8.0,73.0,442,8.0,73.0,0.0,0.0
1,25,17.0,73.0,286,17.0,73.0,0.0,0.0
1,26,8.0,74.0,429,8.0,74.0,0.0,0.0
1,27,15.0,74.0,312,15.0,74.0,0.0,0.0
1,28,16.0,74.0,299,16.0,74.0,0.0,0.0
1,29,8.0,75.0,416,8.0,75.0,0.0,0.0
1,30,14.0,75.0,325,14.0,75.0,0.0,0.0
1,31,8.0,76.0,403,8.0,76.0,0.0,0.0
1,32,11.0,76.0,364,11.0,76.0,0.0,0.0
1,33,12.0,76.0,351,12.0,76.0,0.0,0.0
1,34,13.0,76.0,338,13.0,76.0,0.0,0.0
1,35,9.0,77.0,390,9.0,77.0,0.0,0.0
1,36,10.0,77.0,377,10.0,77.0,0.0,0.0
1,37,9.0,78.0,457,9.0,78.0,0.0,0.0
1,38,9.0,79.0,470,9.0,79.0,0.0,0.0
1,39,9.0,80.0,483,9.0,80.0,0.0,0.0
1,40,9.0,81.0,496,9.0,81.0,0.0,0.0
1,41,9.0,82.0,509,9.0,82.0,0.0,0.0
1,42,33.0,82.0,886,33.0,82.0,0.0,0.0
1,43,9.0,83.0,522,9.0,83.0,0.0,0.0
1,44,32.0,83.0,899,32.0,83.0,0.0,0.0
1,45,33.0,83.0,873,33.0,83.0,0.0,0.0
1,46,10.0,84.0,535,10.0,84.0,0.0,0.0
1,47,32.0,84.0,860,32.0,84.0,0.0,0.0
1,48,10.0,85.0,548,10.0,85.0,0.0,0.0
1,49,31.0,85.0,847,31.0,85.0,0.0,0.0
1,50,10.0,86.0,561,10.0,86.0,0.0,0.0
1,51,30.0,86.0,834,30.0,86.0,0.0,0.0
1,52,11.0,87.0,574,11.0,87.0,0.0,0.0
1,53,29.0,87.0,821,29.0,87.0,0.0,0.0
1,54,11.0,88.0,977,11.0,88.0,0.0,0.0
1,55,12.0,88.0,587,12.0,88.0,0.0,0.0
1,56,28.0,88.0,808,28.0,88.0,0.0,0.0
1,57,12.0,89.0,600,12.0,89.0,0.0,0.0
1,58,27.0,89.0,795,27.0,89.0,0.0,0.0
1,59,28.0,89.0,925,28.0,89.0,0.0,0.0
1,60,13.0,90.0,613,13.0,90.0,0.0,0.0
1,61,26.0,90.0,782,26.0,90.0,0.0,0.0
1,62,14.0,91.0,626,14.0,91.0,0.0,0.0
1,63,23.0,91.0,743,23.0,91.0,0.0,0.0
1,64,24.0,91.0,756,24.0,91.0,0.0,0.0
1,65,25.0,91.0,769,25.0,91.0,0.0,0.0
1,66,15.0,92.0,639,15.0,92.0,0.0,0.0
1,67,16.0,92.0,652,16.0,92.0,0.0,0.0
1,68,22.0,92.0,730,22.0,92.0,0.0,0.0
1,69,23.0,92.0,951,23.0,92.0,0.0,0.0
1,70,17.0,93.0,665,17.0,93.0,0.0,0.0
1,71,18.0,93.0,678,18.0,93.0,0.0,0.0
1,72,19.0,93.0,691,19.0,93.0,0.0,0.0
1,73,20.0,93.0,704,20.0,93.0,0.0,0.0
1,74,21.0,93.0,717,21.0,93.0,0.0,0.0
