label,huruf,len_t,len_xx,len_xx_sc,control_points,translation,rotation_angle,scale_xy,csv_file,xx_sc_40_x,xx_sc_40_y,xx_sc_61_x,xx_sc_61_y,xx_sc_81_x,xx_sc_81_y,xx_sc_91_x,xx_sc_91_y,xx_sc_180_x,xx_sc_180_y,xx_sc_122_x,xx_sc_122_y
reference_bezier_py,,200,200,200,"[[8.48, 2.88], [5.92, 2.73], [8.075, 5.23], [8.48, 2.88]]","[5.0, 2.0]",np.pi/(-360/140),"[10.0, 5.0]",line3_bezier_reference_output.csv,1.83940767830555,42.243889119487136,-0.8960528769723544,41.749030828730426,-3.130465035424871,42.117269848526256,-4.018116639723994,42.5246610840591,1.2587792423605344,46.96002387240335,-5.3214623327312225,44.3084780734588
