huruf,skeleton_index,skeleton_x,skeleton_y,nearest_curve_index,nearest_curve_x,nearest_curve_y,distance_px,distance_squared_px
11,0,406.0,35.0,1482,406.0,35.0,0.0,0.0
11,1,406.0,36.0,1469,406.0,36.0,0.0,0.0
11,2,406.0,37.0,1456,406.0,37.0,0.0,0.0
11,3,406.0,38.0,1443,406.0,38.0,0.0,0.0
11,4,406.0,39.0,1430,406.0,39.0,0.0,0.0
11,5,406.0,40.0,1417,406.0,40.0,0.0,0.0
11,6,406.0,41.0,1404,406.0,41.0,0.0,0.0
11,7,406.0,42.0,1391,406.0,42.0,0.0,0.0
11,8,406.0,43.0,1378,406.0,43.0,0.0,0.0
11,9,406.0,44.0,1365,406.0,44.0,0.0,0.0
11,10,406.0,45.0,1352,406.0,45.0,0.0,0.0
11,11,406.0,46.0,1339,406.0,46.0,0.0,0.0
11,12,406.0,47.0,1326,406.0,47.0,0.0,0.0
11,13,406.0,48.0,1313,406.0,48.0,0.0,0.0
11,14,406.0,49.0,1300,406.0,49.0,0.0,0.0
11,15,406.0,50.0,1287,406.0,50.0,0.0,0.0
11,16,406.0,51.0,1274,406.0,51.0,0.0,0.0
11,17,406.0,52.0,1261,406.0,52.0,0.0,0.0
11,18,406.0,53.0,1248,406.0,53.0,0.0,0.0
11,19,405.0,54.0,1235,405.0,54.0,0.0,0.0
11,20,405.0,55.0,1222,405.0,55.0,0.0,0.0
11,21,405.0,56.0,1209,405.0,56.0,0.0,0.0
11,22,405.0,57.0,1196,405.0,57.0,0.0,0.0
11,23,405.0,58.0,1183,405.0,58.0,0.0,0.0
11,24,405.0,59.0,1170,405.0,59.0,0.0,0.0
11,25,404.0,60.0,1157,404.0,60.0,0.0,0.0
11,26,404.0,61.0,1495,404.0,61.0,0.0,0.0
11,27,401.0,62.0,1547,401.0,62.0,0.0,0.0
11,28,402.0,62.0,1534,402.0,62.0,0.0,0.0
11,29,403.0,62.0,1521,403.0,62.0,0.0,0.0
11,30,404.0,62.0,1508,404.0,62.0,0.0,0.0
11,31,405.0,62.0,1131,405.0,62.0,0.0,0.0
11,32,406.0,62.0,1118,406.0,62.0,0.0,0.0
11,33,407.0,62.0,1105,407.0,62.0,0.0,0.0
11,34,408.0,62.0,1092,408.0,62.0,0.0,0.0
11,35,409.0,62.0,1079,409.0,62.0,0.0,0.0
11,36,410.0,63.0,1066,410.0,63.0,0.0,0.0
11,37,411.0,63.0,1053,411.0,63.0,0.0,0.0
11,38,412.0,64.0,1040,412.0,64.0,0.0,0.0
11,39,413.0,64.0,1027,413.0,64.0,0.0,0.0
11,40,414.0,64.0,1014,414.0,64.0,0.0,0.0
11,41,415.0,65.0,1001,415.0,65.0,0.0,0.0
11,42,416.0,65.0,988,416.0,65.0,0.0,0.0
11,43,358.0,66.0,0,358.0,66.0,0.0,0.0
11,44,416.0,66.0,975,416.0,66.0,0.0,0.0
11,45,358.0,67.0,13,358.0,67.0,0.0,0.0
11,46,417.0,67.0,962,417.0,67.0,0.0,0.0
11,47,357.0,68.0,26,357.0,68.0,0.0,0.0
11,48,416.0,68.0,949,416.0,68.0,0.0,0.0
11,49,357.0,69.0,39,357.0,69.0,0.0,0.0
11,50,416.0,69.0,1560,416.0,69.0,0.0,0.0
11,51,357.0,70.0,52,357.0,70.0,0.0,0.0
11,52,415.0,70.0,923,415.0,70.0,0.0,0.0
11,53,416.0,70.0,1573,416.0,70.0,0.0,0.0
11,54,356.0,71.0,65,356.0,71.0,0.0,0.0
11,55,414.0,71.0,910,414.0,71.0,0.0,0.0
11,56,415.0,71.0,1586,415.0,71.0,0.0,0.0
11,57,356.0,72.0,78,356.0,72.0,0.0,0.0
11,58,412.0,72.0,884,412.0,72.0,0.0,0.0
11,59,413.0,72.0,897,413.0,72.0,0.0,0.0
11,60,414.0,72.0,1599,414.0,72.0,0.0,0.0
11,61,356.0,73.0,91,356.0,73.0,0.0,0.0
11,62,411.0,73.0,871,411.0,73.0,0.0,0.0
11,63,412.0,73.0,1625,412.0,73.0,0.0,0.0
11,64,356.0,74.0,104,356.0,74.0,0.0,0.0
11,65,409.0,74.0,845,409.0,74.0,0.0,0.0
11,66,410.0,74.0,858,410.0,74.0,0.0,0.0
11,67,411.0,74.0,1638,411.0,74.0,0.0,0.0
11,68,356.0,75.0,117,356.0,75.0,0.0,0.0
11,69,407.0,75.0,819,407.0,75.0,0.0,0.0
11,70,408.0,75.0,832,408.0,75.0,0.0,0.0
11,71,409.0,75.0,1664,409.0,75.0,0.0,0.0
11,72,356.0,76.0,130,356.0,76.0,0.0,0.0
11,73,405.0,76.0,793,405.0,76.0,0.0,0.0
11,74,406.0,76.0,806,406.0,76.0,0.0,0.0
11,75,407.0,76.0,1690,407.0,76.0,0.0,0.0
11,76,356.0,77.0,143,356.0,77.0,0.0,0.0
11,77,404.0,77.0,780,404.0,77.0,0.0,0.0
11,78,405.0,77.0,1716,405.0,77.0,0.0,0.0
11,79,357.0,78.0,156,357.0,78.0,0.0,0.0
11,80,403.0,78.0,767,403.0,78.0,0.0,0.0
11,81,357.0,79.0,169,357.0,79.0,0.0,0.0
11,82,400.0,79.0,728,400.0,79.0,0.0,0.0
11,83,401.0,79.0,1729,401.0,79.0,0.0,0.0
11,84,402.0,79.0,754,402.0,79.0,0.0,0.0
11,85,358.0,80.0,182,358.0,80.0,0.0,0.0
11,86,397.0,80.0,689,397.0,80.0,0.0,0.0
11,87,398.0,80.0,702,398.0,80.0,0.0,0.0
11,88,399.0,80.0,715,399.0,80.0,0.0,0.0
11,89,400.0,80.0,1742,400.0,80.0,0.0,0.0
11,90,358.0,81.0,1794,358.0,81.0,0.0,0.0
11,91,359.0,81.0,1781,359.0,81.0,0.0,0.0
11,92,394.0,81.0,650,394.0,81.0,0.0,0.0
11,93,395.0,81.0,663,395.0,81.0,0.0,0.0
11,94,396.0,81.0,676,396.0,81.0,0.0,0.0
11,95,360.0,82.0,208,360.0,82.0,0.0,0.0
11,96,391.0,82.0,611,391.0,82.0,0.0,0.0
11,97,392.0,82.0,624,392.0,82.0,0.0,0.0
11,98,393.0,82.0,637,393.0,82.0,0.0,0.0
11,99,361.0,83.0,221,361.0,83.0,0.0,0.0
11,100,388.0,83.0,572,388.0,83.0,0.0,0.0
11,101,389.0,83.0,585,389.0,83.0,0.0,0.0
11,102,390.0,83.0,598,390.0,83.0,0.0,0.0
11,103,361.0,84.0,1768,361.0,84.0,0.0,0.0
11,104,362.0,84.0,234,362.0,84.0,0.0,0.0
11,105,386.0,84.0,546,386.0,84.0,0.0,0.0
11,106,387.0,84.0,559,387.0,84.0,0.0,0.0
11,107,363.0,85.0,247,363.0,85.0,0.0,0.0
11,108,364.0,85.0,260,364.0,85.0,0.0,0.0
11,109,382.0,85.0,494,382.0,85.0,0.0,0.0
11,110,383.0,85.0,507,383.0,85.0,0.0,0.0
11,111,384.0,85.0,520,384.0,85.0,0.0,0.0
11,112,385.0,85.0,533,385.0,85.0,0.0,0.0
11,113,365.0,86.0,273,365.0,86.0,0.0,0.0
11,114,366.0,86.0,286,366.0,86.0,0.0,0.0
11,115,376.0,86.0,416,376.0,86.0,0.0,0.0
11,116,377.0,86.0,429,377.0,86.0,0.0,0.0
11,117,378.0,86.0,442,378.0,86.0,0.0,0.0
11,118,379.0,86.0,455,379.0,86.0,0.0,0.0
11,119,380.0,86.0,468,380.0,86.0,0.0,0.0
11,120,381.0,86.0,481,381.0,86.0,0.0,0.0
11,121,367.0,87.0,299,367.0,87.0,0.0,0.0
11,122,368.0,87.0,312,368.0,87.0,0.0,0.0
11,123,369.0,87.0,325,369.0,87.0,0.0,0.0
11,124,370.0,87.0,338,370.0,87.0,0.0,0.0
11,125,371.0,87.0,351,371.0,87.0,0.0,0.0
11,126,372.0,87.0,364,372.0,87.0,0.0,0.0
11,127,373.0,87.0,377,373.0,87.0,0.0,0.0
11,128,374.0,87.0,390,374.0,87.0,0.0,0.0
11,129,375.0,87.0,403,375.0,87.0,0.0,0.0
