huruf,skeleton_index,skeleton_x,skeleton_y,nearest_curve_index,nearest_curve_x,nearest_curve_y,distance_px,distance_squared_px
1,0,56.0,58.0,0,56.0,58.0,0.0,0.0
1,1,55.0,57.0,13,55.0,57.0,0.0,0.0
1,2,54.0,57.0,26,54.0,57.0,0.0,0.0
1,3,53.0,58.0,39,53.0,58.0,0.0,0.0
1,4,52.0,58.0,52,52.0,58.0,0.0,0.0
1,5,51.0,58.0,65,51.0,58.0,0.0,0.0
1,6,50.0,59.0,78,50.0,59.0,0.0,0.0
1,7,49.0,59.0,91,49.0,59.0,0.0,0.0
1,8,48.0,60.0,104,48.0,60.0,0.0,0.0
1,9,47.0,60.0,117,47.0,60.0,0.0,0.0
1,10,47.0,61.0,130,47.0,61.0,0.0,0.0
1,11,46.0,61.0,143,46.0,61.0,0.0,0.0
1,12,46.0,62.0,156,46.0,62.0,0.0,0.0
1,13,45.0,63.0,169,45.0,63.0,0.0,0.0
1,14,44.0,64.0,182,44.0,64.0,0.0,0.0
1,15,43.0,65.0,195,43.0,65.0,0.0,0.0
1,16,43.0,66.0,208,43.0,66.0,0.0,0.0
1,17,42.0,67.0,221,42.0,67.0,0.0,0.0
1,18,42.0,68.0,234,42.0,68.0,0.0,0.0
1,19,41.0,68.0,247,41.0,68.0,0.0,0.0
1,20,41.0,69.0,260,41.0,69.0,0.0,0.0
1,21,41.0,70.0,273,41.0,70.0,0.0,0.0
1,22,40.0,70.0,286,40.0,70.0,0.0,0.0
1,23,40.0,71.0,299,40.0,71.0,0.0,0.0
1,24,40.0,72.0,312,40.0,72.0,0.0,0.0
1,25,39.0,72.0,325,39.0,72.0,0.0,0.0
1,26,39.0,73.0,338,39.0,73.0,0.0,0.0
1,27,38.0,74.0,351,38.0,74.0,0.0,0.0
1,28,38.0,75.0,364,38.0,75.0,0.0,0.0
1,29,37.0,76.0,377,37.0,76.0,0.0,0.0
1,30,36.0,77.0,390,36.0,77.0,0.0,0.0
1,31,36.0,78.0,403,36.0,78.0,0.0,0.0
1,32,35.0,79.0,416,35.0,79.0,0.0,0.0
1,33,35.0,80.0,429,35.0,80.0,0.0,0.0
1,34,34.0,80.0,442,34.0,80.0,0.0,0.0
1,35,34.0,81.0,455,34.0,81.0,0.0,0.0
1,36,33.0,82.0,468,33.0,82.0,0.0,0.0
1,37,33.0,83.0,481,33.0,83.0,0.0,0.0
1,38,32.0,83.0,494,32.0,83.0,0.0,0.0
1,39,32.0,84.0,507,32.0,84.0,0.0,0.0
1,40,31.0,85.0,520,31.0,85.0,0.0,0.0
1,41,30.0,86.0,533,30.0,86.0,0.0,0.0
1,42,29.0,87.0,546,29.0,87.0,0.0,0.0
1,43,28.0,88.0,559,28.0,88.0,0.0,0.0
1,44,28.0,89.0,572,28.0,89.0,0.0,0.0
1,45,27.0,89.0,585,27.0,89.0,0.0,0.0
1,46,26.0,90.0,598,26.0,90.0,0.0,0.0
1,47,25.0,91.0,611,25.0,91.0,0.0,0.0
1,48,24.0,91.0,624,24.0,91.0,0.0,0.0
1,49,23.0,91.0,637,23.0,91.0,0.0,0.0
1,50,23.0,92.0,650,23.0,92.0,0.0,0.0
1,51,22.0,92.0,663,22.0,92.0,0.0,0.0
1,52,21.0,93.0,676,21.0,93.0,0.0,0.0
1,53,20.0,93.0,689,20.0,93.0,0.0,0.0
1,54,19.0,93.0,702,19.0,93.0,0.0,0.0
1,55,18.0,93.0,715,18.0,93.0,0.0,0.0
1,56,17.0,93.0,728,17.0,93.0,0.0,0.0
1,57,16.0,92.0,741,16.0,92.0,0.0,0.0
1,58,15.0,92.0,754,15.0,92.0,0.0,0.0
1,59,14.0,91.0,767,14.0,91.0,0.0,0.0
1,60,13.0,90.0,780,13.0,90.0,0.0,0.0
1,61,12.0,89.0,793,12.0,89.0,0.0,0.0
1,62,12.0,88.0,806,12.0,88.0,0.0,0.0
1,63,11.0,87.0,819,11.0,87.0,0.0,0.0
1,64,11.0,88.0,832,11.0,88.0,0.0,0.0
1,65,11.0,87.0,819,11.0,87.0,0.0,0.0
1,66,10.0,86.0,858,10.0,86.0,0.0,0.0
1,67,10.0,85.0,871,10.0,85.0,0.0,0.0
1,68,10.0,84.0,884,10.0,84.0,0.0,0.0
1,69,9.0,83.0,897,9.0,83.0,0.0,0.0
1,70,9.0,82.0,910,9.0,82.0,0.0,0.0
1,71,9.0,81.0,923,9.0,81.0,0.0,0.0
1,72,9.0,80.0,936,9.0,80.0,0.0,0.0
1,73,9.0,79.0,949,9.0,79.0,0.0,0.0
1,74,9.0,78.0,962,9.0,78.0,0.0,0.0
1,75,10.0,77.0,975,10.0,77.0,0.0,0.0
1,76,11.0,76.0,988,11.0,76.0,0.0,0.0
1,77,12.0,76.0,1001,12.0,76.0,0.0,0.0
1,78,13.0,76.0,1014,13.0,76.0,0.0,0.0
