huruf,skeleton_index,skeleton_x,skeleton_y,nearest_curve_index,nearest_curve_x,nearest_curve_y,distance_px,distance_squared_px
3,0,44.0,95.0,0,44.0,95.0,0.0,0.0
3,1,45.0,95.0,13,45.0,95.0,0.0,0.0
3,2,46.0,95.0,26,46.0,95.0,0.0,0.0
3,3,47.0,95.0,39,47.0,95.0,0.0,0.0
3,4,48.0,96.0,52,48.0,96.0,0.0,0.0
3,5,49.0,96.0,65,49.0,96.0,0.0,0.0
3,6,50.0,96.0,78,50.0,96.0,0.0,0.0
3,7,51.0,96.0,91,51.0,96.0,0.0,0.0
3,8,52.0,96.0,104,52.0,96.0,0.0,0.0
3,9,53.0,96.0,117,53.0,96.0,0.0,0.0
3,10,54.0,95.0,130,54.0,95.0,0.0,0.0
3,11,55.0,95.0,143,55.0,95.0,0.0,0.0
3,12,56.0,95.0,156,56.0,95.0,0.0,0.0
3,13,57.0,94.0,169,57.0,94.0,0.0,0.0
3,14,58.0,94.0,182,58.0,94.0,0.0,0.0
3,15,59.0,94.0,195,59.0,94.0,0.0,0.0
3,16,60.0,93.0,208,60.0,93.0,0.0,0.0
3,17,61.0,93.0,221,61.0,93.0,0.0,0.0
3,18,62.0,93.0,234,62.0,93.0,0.0,0.0
3,19,63.0,92.0,247,63.0,92.0,0.0,0.0
3,20,64.0,91.0,260,64.0,91.0,0.0,0.0
3,21,65.0,91.0,273,65.0,91.0,0.0,0.0
3,22,66.0,90.0,286,66.0,90.0,0.0,0.0
3,23,67.0,90.0,299,67.0,90.0,0.0,0.0
3,24,68.0,89.0,312,68.0,89.0,0.0,0.0
3,25,69.0,88.0,325,69.0,88.0,0.0,0.0
3,26,70.0,87.0,338,70.0,87.0,0.0,0.0
3,27,71.0,86.0,351,71.0,86.0,0.0,0.0
3,28,72.0,85.0,364,72.0,85.0,0.0,0.0
3,29,73.0,84.0,377,73.0,84.0,0.0,0.0
3,30,74.0,83.0,390,74.0,83.0,0.0,0.0
3,31,75.0,82.0,403,75.0,82.0,0.0,0.0
3,32,75.0,81.0,416,75.0,81.0,0.0,0.0
3,33,76.0,80.0,429,76.0,80.0,0.0,0.0
3,34,76.0,79.0,442,76.0,79.0,0.0,0.0
3,35,76.0,78.0,455,76.0,78.0,0.0,0.0
3,36,76.0,77.0,468,76.0,77.0,0.0,0.0
3,37,76.0,76.0,481,76.0,76.0,0.0,0.0
3,38,77.0,75.0,494,77.0,75.0,0.0,0.0
3,39,78.0,74.0,507,78.0,74.0,0.0,0.0
3,40,79.0,73.0,520,79.0,73.0,0.0,0.0
3,41,80.0,72.0,533,80.0,72.0,0.0,0.0
3,42,81.0,72.0,546,81.0,72.0,0.0,0.0
3,43,82.0,72.0,559,82.0,72.0,0.0,0.0
3,44,83.0,71.0,572,83.0,71.0,0.0,0.0
3,45,84.0,71.0,585,84.0,71.0,0.0,0.0
3,46,85.0,70.0,598,85.0,70.0,0.0,0.0
3,47,86.0,70.0,611,86.0,70.0,0.0,0.0
3,48,87.0,69.0,624,87.0,69.0,0.0,0.0
