label,huruf,point_index,t,bezier_xx_x,bezier_xx_y,xx_sc_x,xx_sc_y,is_sample_output_bezier_py
per_huruf,18,0,0.0,558.0,90.0,558.0,90.0,0
per_huruf,18,1,0.00425531914893617,558.0441511151571,89.93445607646792,558.0441511151571,89.93445607646792,0
per_huruf,18,2,0.00851063829787234,558.0987710514338,89.88984979517525,558.0987710514338,89.88984979517525,0
per_huruf,18,3,0.012765957446808512,558.1624943104232,89.86345015930814,558.1624943104232,89.86345015930814,0
per_huruf,18,4,0.01702127659574468,558.2339553937187,89.85252617205279,558.2339553937187,89.85252617205279,0
per_huruf,18,5,0.02127659574468085,558.3117888029132,89.85434683659537,558.3117888029132,89.85434683659537,0
per_huruf,18,6,0.025531914893617023,558.3946290395994,89.86618115612198,558.3946290395994,89.86618115612198,0
per_huruf,18,7,0.029787234042553193,558.481110605371,89.88529813381885,558.481110605371,89.88529813381885,0
per_huruf,18,8,0.03404255319148936,558.5698680018206,89.9089667728721,558.5698680018206,89.9089667728721,0
per_huruf,18,9,0.03829787234042553,558.6595357305416,89.93445607646791,558.6595357305416,89.93445607646791,0
per_huruf,18,10,0.0425531914893617,558.7487482931269,89.95903504779244,558.7487482931269,89.95903504779244,0
per_huruf,18,11,0.04680851063829787,558.8361401911698,89.97997269003187,558.8361401911698,89.97997269003187,0
per_huruf,18,12,0.05106382978723405,558.920345926263,89.99453800637232,558.920345926263,89.99453800637232,0
per_huruf,18,13,0.055319148936170216,559.0,90.0,559.0,90.0,0
per_huruf,18,14,0.059574468085106386,559.0769230769232,90.00000000000001,559.0769230769232,90.00000000000001,0
per_huruf,18,15,0.06382978723404255,559.1538461538462,90.0,559.1538461538462,90.0,0
per_huruf,18,16,0.06808510638297872,559.2307692307692,89.99999999999999,559.2307692307692,89.99999999999999,0
per_huruf,18,17,0.0723404255319149,559.3076923076923,89.99999999999997,559.3076923076923,89.99999999999997,0
per_huruf,18,18,0.07659574468085106,559.3846153846155,90.0,559.3846153846155,90.0,0
