huruf,skeleton_index,skeleton_x,skeleton_y,nearest_curve_index,nearest_curve_x,nearest_curve_y,distance_px,distance_squared_px
12,0,395.0,95.0,0,395.0,95.0,0.0,0.0
12,1,396.0,96.0,13,396.0,96.0,0.0,0.0
12,2,397.0,97.0,26,397.0,97.0,0.0,0.0
12,3,398.0,98.0,39,398.0,98.0,0.0,0.0
12,4,399.0,98.0,52,399.0,98.0,0.0,0.0
12,5,400.0,99.0,1300,400.0,99.0,0.0,0.0
12,6,401.0,100.0,78,401.0,100.0,0.0,0.0
12,7,402.0,100.0,91,402.0,100.0,0.0,0.0
12,8,403.0,101.0,104,403.0,101.0,0.0,0.0
12,9,404.0,101.0,117,404.0,101.0,0.0,0.0
12,10,405.0,102.0,130,405.0,102.0,0.0,0.0
12,11,406.0,102.0,143,406.0,102.0,0.0,0.0
12,12,407.0,102.0,156,407.0,102.0,0.0,0.0
12,13,408.0,102.0,169,408.0,102.0,0.0,0.0
12,14,409.0,103.0,182,409.0,103.0,0.0,0.0
12,15,410.0,103.0,195,410.0,103.0,0.0,0.0
12,16,411.0,103.0,208,411.0,103.0,0.0,0.0
12,17,412.0,103.0,221,412.0,103.0,0.0,0.0
12,18,413.0,102.0,234,413.0,102.0,0.0,0.0
12,19,414.0,102.0,247,414.0,102.0,0.0,0.0
12,20,415.0,102.0,260,415.0,102.0,0.0,0.0
12,21,416.0,102.0,273,416.0,102.0,0.0,0.0
12,22,417.0,102.0,286,417.0,102.0,0.0,0.0
12,23,418.0,101.0,299,418.0,101.0,0.0,0.0
12,24,419.0,101.0,312,419.0,101.0,0.0,0.0
12,25,420.0,101.0,325,420.0,101.0,0.0,0.0
12,26,421.0,100.0,338,421.0,100.0,0.0,0.0
12,27,422.0,100.0,351,422.0,100.0,0.0,0.0
12,28,423.0,99.0,364,423.0,99.0,0.0,0.0
12,29,424.0,98.0,377,424.0,98.0,0.0,0.0
12,30,425.0,98.0,390,425.0,98.0,0.0,0.0
12,31,426.0,97.0,403,426.0,97.0,0.0,0.0
12,32,427.0,96.0,416,427.0,96.0,0.0,0.0
12,33,428.0,95.0,429,428.0,95.0,0.0,0.0
12,34,429.0,94.0,442,429.0,94.0,0.0,0.0
12,35,430.0,94.0,1261,430.0,94.0,0.0,0.0
12,36,431.0,93.0,468,431.0,93.0,0.0,0.0
12,37,432.0,92.0,481,432.0,92.0,0.0,0.0
12,38,433.0,91.0,494,433.0,91.0,0.0,0.0
12,39,434.0,90.0,507,434.0,90.0,0.0,0.0
12,40,435.0,89.0,520,435.0,89.0,0.0,0.0
12,41,436.0,88.0,533,436.0,88.0,0.0,0.0
12,42,437.0,87.0,546,437.0,87.0,0.0,0.0
12,43,438.0,86.0,559,438.0,86.0,0.0,0.0
12,44,439.0,85.0,572,439.0,85.0,0.0,0.0
12,45,440.0,84.0,585,440.0,84.0,0.0,0.0
12,46,441.0,83.0,598,441.0,83.0,0.0,0.0
12,47,442.0,82.0,611,442.0,82.0,0.0,0.0
12,48,443.0,81.0,624,443.0,81.0,0.0,0.0
12,49,444.0,80.0,637,444.0,80.0,0.0,0.0
12,50,444.0,79.0,650,444.0,79.0,0.0,0.0
12,51,445.0,78.0,663,445.0,78.0,0.0,0.0
12,52,445.0,77.0,676,445.0,77.0,0.0,0.0
12,53,445.0,76.0,689,445.0,76.0,0.0,0.0
12,54,445.0,75.0,702,445.0,75.0,0.0,0.0
12,55,446.0,74.0,715,446.0,74.0,0.0,0.0
12,56,446.0,73.0,728,446.0,73.0,0.0,0.0
12,57,445.0,72.0,741,445.0,72.0,0.0,0.0
12,58,445.0,71.0,754,445.0,71.0,0.0,0.0
12,59,444.0,70.0,767,444.0,70.0,0.0,0.0
12,60,444.0,69.0,780,444.0,69.0,0.0,0.0
12,61,444.0,68.0,793,444.0,68.0,0.0,0.0
12,62,444.0,67.0,806,444.0,67.0,0.0,0.0
12,63,444.0,66.0,819,444.0,66.0,0.0,0.0
12,64,444.0,65.0,832,444.0,65.0,0.0,0.0
12,65,443.0,64.0,845,443.0,64.0,0.0,0.0
12,66,442.0,63.0,858,442.0,63.0,0.0,0.0
12,67,441.0,63.0,871,441.0,63.0,0.0,0.0
12,68,440.0,63.0,884,440.0,63.0,0.0,0.0
12,69,439.0,64.0,897,439.0,64.0,0.0,0.0
12,70,438.0,64.0,910,438.0,64.0,0.0,0.0
12,71,437.0,64.0,923,437.0,64.0,0.0,0.0
12,72,436.0,64.0,936,436.0,64.0,0.0,0.0
12,73,435.0,65.0,949,435.0,65.0,0.0,0.0
12,74,434.0,65.0,962,434.0,65.0,0.0,0.0
12,75,434.0,66.0,975,434.0,66.0,0.0,0.0
12,76,434.0,67.0,988,434.0,67.0,0.0,0.0
12,77,434.0,68.0,1001,434.0,68.0,0.0,0.0
12,78,433.0,69.0,1014,433.0,69.0,0.0,0.0
12,79,433.0,70.0,1027,433.0,70.0,0.0,0.0
12,80,434.0,71.0,1040,434.0,71.0,0.0,0.0
12,81,435.0,71.0,1053,435.0,71.0,0.0,0.0
12,82,436.0,71.0,1066,436.0,71.0,0.0,0.0
12,83,437.0,71.0,1079,437.0,71.0,0.0,0.0
12,84,438.0,71.0,1092,438.0,71.0,0.0,0.0
12,85,439.0,71.0,1105,439.0,71.0,0.0,0.0
12,86,440.0,71.0,1118,440.0,71.0,0.0,0.0
12,87,441.0,71.0,1131,441.0,71.0,0.0,0.0
12,88,442.0,71.0,1144,442.0,71.0,0.0,0.0
12,89,443.0,71.0,1157,443.0,71.0,0.0,0.0
12,90,444.0,71.0,1170,444.0,71.0,0.0,0.0
12,91,437.0,87.0,546,437.0,87.0,0.0,0.0
12,92,437.0,88.0,1196,437.0,88.0,0.0,0.0
12,93,436.0,89.0,1209,436.0,89.0,0.0,0.0
12,94,435.0,90.0,1222,435.0,90.0,0.0,0.0
12,95,434.0,91.0,1235,434.0,91.0,0.0,0.0
12,96,433.0,92.0,1248,433.0,92.0,0.0,0.0
12,97,430.0,94.0,1261,430.0,94.0,0.0,0.0
12,98,429.0,95.0,1274,429.0,95.0,0.0,0.0
12,99,428.0,96.0,1287,428.0,96.0,0.0,0.0
12,100,400.0,99.0,1300,400.0,99.0,0.0,0.0
12,101,399.0,99.0,1313,399.0,99.0,0.0,0.0
12,102,397.0,97.0,26,397.0,97.0,0.0,0.0
12,103,396.0,97.0,1339,396.0,97.0,0.0,0.0
